url;Field Label;Field Item 1
https://www.ethnologue.com/language/aro;;Bolivia;;;;;;;;;;;;
https://www.ethnologue.com/language/aro;ISO 639-3;aro;;;;;;;;;;;;
https://www.ethnologue.com/language/aro;Alternate Names;Cavina;;;;;;;;;;;;
https://www.ethnologue.com/language/aro;Population;110 (2006 PIB). Ethnic population: 160 (Crevels 2011).;;;;;;;;;;;;
https://www.ethnologue.com/language/aro;Location;La Paz department: Manupari river headwaters;;;;;;;;;;;;
https://www.ethnologue.com/language/aro;Language Maps;Bolivia
https://www.ethnologue.com/language/aro;Language Status;6b (Threatened).
https://www.ethnologue.com/language/aro;Classification;Tacanan, Tacana
https://www.ethnologue.com/language/aro;Typology;SOV.
https://www.ethnologue.com/language/aro;Language Use;Vigorous. All ages. Also use Spanish [spa], with increasing proficiency.
https://www.ethnologue.com/language/aro;Language Development;Dictionary. Bible portions: 1974–1984.
https://www.ethnologue.com/language/aro;Language Resources;OLAC resources in and about Araona
https://www.ethnologue.com/language/aro;Writing;Latin script [Latn].
https://www.ethnologue.com/language/aro;Other Comments;Araona and Cavina are names of 2 moieties of the group.
https://www.ethnologue.com/language/arp;;United States
https://www.ethnologue.com/language/arp;ISO 639-3;arp
https://www.ethnologue.com/language/arp;Alternate Names;Arrapahoe
https://www.ethnologue.com/language/arp;Autonym;Hinóno?eitíít
https://www.ethnologue.com/language/arp;Population;1,070 (2015 census), decreasing. Ethnic population: 5,940 (Golla 2007).
https://www.ethnologue.com/language/arp;Location;Wyoming: Wind River Reservation
https://www.ethnologue.com/language/arp;Language Maps;United States of America, Oklahoma
https://www.ethnologue.com/language/arp;Language Status;6b (Threatened). Language of registered tribe: Arapaho Tribe of the Wind River Reservation (Northern Arapaho), Cheyenne and Arapaho Tribes (Southern Arapaho), Shoshone Tribe of the Wind River Reservation.
https://www.ethnologue.com/language/arp;Classification;Algic, Algonquian, Arapaho
https://www.ethnologue.com/language/arp;Language Use;Bilingual education efforts begun on Wind River Reservation in the 1980s. Arapaho Language Lodge established in 1993, a successful immersion program. Mostly 50 and older.
https://www.ethnologue.com/language/arp;Language Development;Videos. Bible portions: 1903.
https://www.ethnologue.com/language/arp;Language Resources;OLAC resources in and about Arapaho
https://www.ethnologue.com/language/arp;Writing;Latin script [Latn].
https://www.ethnologue.com/language/arp;Other Comments;No L1 speakers in Oklahoma.
https://www.ethnologue.com/language/arq;;Algeria
https://www.ethnologue.com/language/arq;ISO 639-3;arq
https://www.ethnologue.com/language/arq;Alternate Names;Algerian, Darja
https://www.ethnologue.com/language/arq;Autonym;??????? (Dziria)
https://www.ethnologue.com/language/arq;Population;29,000,000 in Algeria, all users. L1 users: 26,000,000 (2012 Sherbrooke University), increasing. L2 users: 3,000,000. Total users in all countries: 32,377,100 (as L1: 29,377,100
https://www.ethnologue.com/language/arq;Location;Widespread.
https://www.ethnologue.com/language/arq;Language Maps;Algeria, Morocco, Tunisia and Western Sahara
https://www.ethnologue.com/language/arq;Language Status;3 (Wider communication). De facto national working language.
https://www.ethnologue.com/language/arq;Classification;Afro-Asiatic, Semitic, Central, South, Arabic
https://www.ethnologue.com/language/arq;Dialects;Constantine, Algiers, Oran. A member of macrolanguage Arabic [ara].
https://www.ethnologue.com/language/arq;Language Use;The Ouled Nail of Biskra speak Arabic [arq], but are ethnically different. Home, street. Standard Arabic [arb] often used in government communication. Used as L2 by Chenoua [cnu], Tumzabt [mzb].
https://www.ethnologue.com/language/arq;Language Development;Textbooks often in modern Standard Arabic [arb]
https://www.ethnologue.com/language/arq;Language Resources;OLAC resources in and about Arabic, Algerian Spoken
https://www.ethnologue.com/language/arq;Writing;Arabic script, Naskh variant [Arab].
https://www.ethnologue.com/language/arq;Other Comments;Muslim, Christian.
https://www.ethnologue.com/language/arr;;Brazil
https://www.ethnologue.com/language/arr;ISO 639-3;arr
https://www.ethnologue.com/language/arr;Alternate Names;Arara Tupi, Arara-Karo, Arára, Arára de Rondonia, Arára do Jiparaná, Itogapuc, Itogapúk, Ntogapid, Ntogapig, Ramarama, Uruku, Urukú, Urumi, Ytangá
https://www.ethnologue.com/language/arr;Population;200 (Crevels 2011). Spoken by almost everyone in the two villages (Crevels 2007). Ethnic population: 210 (2006 Associação de Defensa Etnoambiental).
https://www.ethnologue.com/language/arr;Location;Mato Grosso and Rondônia states: south Terra Indígena Igarapé de Lourdes
https://www.ethnologue.com/language/arr;Language Maps;Central Brazil
https://www.ethnologue.com/language/arr;Language Status;6b (Threatened).
https://www.ethnologue.com/language/arr;Classification;Tupian, Ramarama
https://www.ethnologue.com/language/arr;Dialects;Arara, Uruku.
https://www.ethnologue.com/language/arr;Language Use;Also use Portuguese [por], only in contact situations (Crevels 2007).
https://www.ethnologue.com/language/arr;Language Development;Grammar.;;;;;;
https://www.ethnologue.com/language/arr;Language Resources;OLAC resources in and about Karo;;;;;;
https://www.ethnologue.com/language/arr;Other Comments;Different from Arára do Pará [aap] in Carib family.;;;;;;
https://www.ethnologue.com/language/ars;;Saudi Arabia;;;;;;
https://www.ethnologue.com/language/ars;ISO 639-3;ars;;;;;;
https://www.ethnologue.com/language/ars;Alternate Names;Najdi;;;;;;
https://www.ethnologue.com/language/ars;Autonym;?????? ???????? (alllahjat alnnajdia);;;;;;
https://www.ethnologue.com/language/ars;Population;843,000 (2011 J. Leclerc). Total users in all countries: 4,049,900.;;;;;;
https://www.ethnologue.com/language/ars;Location;Widespread, especially interior areas; Al Madinah al Munawwarah province: Ta’if area and east; Ash Sharqiyah province north; Ar Riyad province: all but southeast; ’Asir and Najran provinces: south and west; Jizan province: small border area; Tabuk province: northeast.
https://www.ethnologue.com/language/ars;Language Maps;Bahrain, Kuwait, Qatar, Saudi Arabia and United Arab Emirates;;;;;;
https://www.ethnologue.com/language/ars;Language Status;3 (Wider communication). De facto national working language.;;;;;;
https://www.ethnologue.com/language/ars;Classification;Afro-Asiatic, Semitic, Central, South, Arabic;;;;;;
https://www.ethnologue.com/language/ars;Dialects;North Najdi (Bani Khaalid, Dafiir, Shammari), Central Najdi (’Ajmaan, Al-Qasiim, ’Awaazim, Biishah, Haayil, Hofuf, Mutair, Najraan, Rashaayda, Riyadh, Rwala, Sudair, ’Utaiba, Wild ’Ali), South Anjdi (Aal Murrah, Najran). Some dialects spoken by Bedouins. A member of macrolanguage Arabic [ara].;;;;;;
https://www.ethnologue.com/language/ars;Typology;SVO.;;;;;;
https://www.ethnologue.com/language/ars;Language Development;Bible portions: 2013.;;;;;;
https://www.ethnologue.com/language/ars;Language Resources;OLAC resources in and about Arabic, Najdi Spoken;;;;;;
https://www.ethnologue.com/language/ars;Writing;Arabic script, Naskh variant [Arab].
https://www.ethnologue.com/language/ars;Other Comments;Muslim.
https://www.ethnologue.com/language/arv;;Ethiopia
https://www.ethnologue.com/language/arv;ISO 639-3;arv
https://www.ethnologue.com/language/arv;Alternate Names;Arbora, Arborie, Erbore, Irbore
https://www.ethnologue.com/language/arv;Population;10,320, all users. L1 users: 7,210 (2007 census). L2 users: 3,110. 3,900 monolinguals (1994 census). Ethnic population: 7,280 (2007 census).
https://www.ethnologue.com/language/arv;Location;Oromia region: Lake Chew Bahir area
https://www.ethnologue.com/language/arv;Language Maps;Southwestern Ethiopia
https://www.ethnologue.com/language/arv;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/arv;Classification;Afro-Asiatic, Cushitic, East, Western Omo-Tana
https://www.ethnologue.com/language/arv;Typology;SOV.
https://www.ethnologue.com/language/arv;Language Use;All ages. Also use Konso [kxc]. Used as L2 by Daasanach [dsh].
https://www.ethnologue.com/language/arv;Language Development;Literacy rate in L2: 14%.
https://www.ethnologue.com/language/arv;Language Resources;OLAC resources in and about Arbore
https://www.ethnologue.com/language/arv;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/arw;;Suriname
https://www.ethnologue.com/language/arw;ISO 639-3;arw
https://www.ethnologue.com/language/arw;Alternate Names;Arowak
https://www.ethnologue.com/language/arw;Autonym;Arawak, Lokono
https://www.ethnologue.com/language/arw;Population;500 (Crevels 2011). Very few monolinguals. Ethnic population: 2,000 (Crevels 2011). Total users in all countries: 2,510.
https://www.ethnologue.com/language/arw;Location;Commewijne and Para districts: villages from coast to 30 km inland, mainly on the savanna.
https://www.ethnologue.com/language/arw;Language Maps;French Guiana and Suriname
https://www.ethnologue.com/language/arw;Language Status;8a (Moribund).
https://www.ethnologue.com/language/arw;Classification;Maipurean, Northern, Maritime, Ta-Maipurean
https://www.ethnologue.com/language/arw;Language Use;Lokono villages show a progressive loss of language (Crevels 2007). Home, friends
https://www.ethnologue.com/language/arw;Language Development;Literacy rate in L2: 25%–50%. Dictionary. Bible portions: 1850–1978.
https://www.ethnologue.com/language/arw;Language Resources;OLAC resources in and about Arawak
https://www.ethnologue.com/language/arw;Writing;Latin script [Latn].
https://www.ethnologue.com/language/arx;;Brazil
https://www.ethnologue.com/language/arx;ISO 639-3;arx
https://www.ethnologue.com/language/arx;Alternate Names;Arouá, Arouén
https://www.ethnologue.com/language/arx;Population;12 (Crevels 2011). Ethnic population: 36 (Crevels 2011).
https://www.ethnologue.com/language/arx;Location;Rondônia state: Rio Branco post
https://www.ethnologue.com/language/arx;Language Maps;Central Brazil
https://www.ethnologue.com/language/arx;Language Status;8a (Moribund).
https://www.ethnologue.com/language/arx;Classification;Tupian, Mondé, Aruá
https://www.ethnologue.com/language/arx;Dialects;Aruashí (Aruachi).
https://www.ethnologue.com/language/arx;Language Use;Shifted to Portuguese [por].
https://www.ethnologue.com/language/arx;Language Resources;OLAC resources in and about Aruá
https://www.ethnologue.com/language/arx;Other Comments;Many reportedly in Mato Grosso.
https://www.ethnologue.com/language/ary;;Morocco
https://www.ethnologue.com/language/ary;ISO 639-3;ary
https://www.ethnologue.com/language/ary;Alternate Names;Colloquial Arabic, Maghrebi Arabic, Maghribi, Moroccan Arabic, Moroccan Colloquial Arabic, Moroccan Dareja, Moroccan Darija, Moroccan Dereja
https://www.ethnologue.com/language/ary;Autonym;???????? (Darija)
https://www.ethnologue.com/language/ary;Population;27,900,000 in Morocco, all users. L1 users: 22,900,000 (2016). L2 users: 5,000,000. Total users in all countries: 32,606,000 (as L1: 27,486,000
https://www.ethnologue.com/language/ary;Location;Widespread.
https://www.ethnologue.com/language/ary;Language Maps;Algeria, Morocco, Tunisia and Western Sahara
https://www.ethnologue.com/language/ary;Language Status;3 (Wider communication). De facto national working language.
https://www.ethnologue.com/language/ary;Classification;Afro-Asiatic, Semitic, Central, South, Arabic;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Dialects;Rabat-Casablanca Arabic, Fez, Meknes, Tangier, Oujda, Jebli (Jbala, Jebelia), Southern Morocco Arabic, Marrakech. A member of macrolanguage Arabic [ara].;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Typology;SVO; nontonal.; SVO; prepositions; genitives, adjectives, relatives after noun heads; articles and numerals before noun heads; question word initial; prefixes 3. suffixes 4; word order distinguishes subjects, objects, indirect objects, topic and comment; affixes do not indicate case of noun phrase; verb affixes mark person, number, gender of subject, object-obligatory; CCVCC; nontonal.
https://www.ethnologue.com/language/ary;Language Use;Some also use Spanish [spa], in the north. Used as L2 by Central Atlas Tamazight [tzm], Ghomara [gho], Tachelhit [shi].;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Language Development;Bible: 1963–1973.;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Language Resources;OLAC resources in and about Arabic, Moroccan Spoken;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Writing;Arabic script, Naskh variant [Arab].;;;;;;;;;;;;
https://www.ethnologue.com/language/ary;Other Comments;Muslim.;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;;Egypt;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;ISO 639-3;arz;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Alternate Names;Lower Egypt Arabic, Massry, Modern Egyptian Language, Normal Egyptian Arabic;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Autonym;????? (Masri);;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Population;62,300,000 (2016). Total users in all countries: 64,422,000.;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Location;Widespread.;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Language Maps;Egypt and Libya;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Language Status;3 (Wider communication). De facto national working language.;;;;;;;;;;;;
https://www.ethnologue.com/language/arz;Classification;Afro-Asiatic, Semitic, Central, South, Arabic
https://www.ethnologue.com/language/arz;Dialects;North Delta Arabic, South Central Delta Arabic, Cairene Arabic. Egyptian Spoken Arabic, based on Cairo speech (Cairene) is the most widely understood variety used for media, both in Egypt and throughout the non-nomadic Arab world. It is an amalgam of Delta Arabic and Middle Egypt Arabic, with borrowings from literary Arabic. A member of macrolanguage Arabic [ara].
https://www.ethnologue.com/language/arz;Language Use;All domains. Also use English [eng], especially in academic settings. Also use French [fra], especially in academic settings. Used as L2 by Mattokki [xnz], Nobiin [fia], Sa’idi Spoken Arabic [aec], Siwi [siz].
https://www.ethnologue.com/language/arz;Language Development;Radio. TV. Videos. Grammar. NT: 1932–2012.
https://www.ethnologue.com/language/arz;Language Resources;OLAC resources in and about Arabic, Egyptian Spoken
https://www.ethnologue.com/language/arz;Writing;Arabic script, Naskh variant [Arab], primary usage. Braille script [Brai].
https://www.ethnologue.com/language/arz;Other Comments;Muslim.
https://www.ethnologue.com/language/asa;;Tanzania
https://www.ethnologue.com/language/asa;ISO 639-3;asa
https://www.ethnologue.com/language/asa;Alternate Names;Ashu, Athu, Casu, Chasu, Chiasu, Kiathu, Kipare, Pare, Pare-Asu
https://www.ethnologue.com/language/asa;Population;530,000 (Mradi wa Lugha za Tanzania 2009). 25,000 monolinguals.
https://www.ethnologue.com/language/asa;Location;Kilimanjaro region: Pare mountains, Mwanga and Same districts
https://www.ethnologue.com/language/asa;Language Maps;Tanzania
https://www.ethnologue.com/language/asa;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/asa;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Narrow Bantu, Central, G, Shambala (G.22)
https://www.ethnologue.com/language/asa;Dialects;Gonja, Mbaga. Related to Taveta [tvs].
https://www.ethnologue.com/language/asa;Language Use;Vigorous. Home, religion. All ages. Positive attitudes. Also use English [eng], Swahili [swh]. Used as L2 by Gweno [gwe], Mbugu [mhd].
https://www.ethnologue.com/language/asa;Language Development;Literacy rate in L2: 80%. Dictionary. Grammar. NT: 1922–1967.
https://www.ethnologue.com/language/asa;Language Resources;OLAC resources in and about Asu
https://www.ethnologue.com/language/asa;Writing;Latin script [Latn].
https://www.ethnologue.com/language/asa;Other Comments;‘Wapare’ is an ethnic group name. Christian, Muslim.
https://www.ethnologue.com/language/asb;;Canada
https://www.ethnologue.com/language/asb;ISO 639-3;asb
https://www.ethnologue.com/language/asb;Alternate Names;Assiniboin, Nakhoda, Nakhona, Nakhota, Nakhóda, Nakhóna, Nakhóta, Nakoda, Nakon, Nakona, Nakota
https://www.ethnologue.com/language/asb;Population;150 (Golla 2007). This is the total of L1 speakers for Canada and the United States. Ethnic population: 3,500 in Canada and the United States (Golla 2007).
https://www.ethnologue.com/language/asb;Location;Saskatchewan province: part of Carry-the-Kettle, Mosquito-Grizzly Bear’s Head, and Whitebear.
https://www.ethnologue.com/language/asb;Language Maps;Southern Central Canada
https://www.ethnologue.com/language/asb;Language Status;8a (Moribund). Language of recognized indigenous peoples: Carry The Kettle, Mosquito-Grizzly Bear’s Head-Lean Man, Ocean Man, Pheasant Rump Nakota.
https://www.ethnologue.com/language/asb;Classification;Siouan-Catawban, Siouan, Mississippi Valley-Ohio Valley Siouan, Mississippi Valley Siouan, Dakota
https://www.ethnologue.com/language/asb;Dialects;None known. Reportedly very similar to the Assiniboine of Montana. Lexical similarity: 94% with Dakota [dak] of Manitoba, 90% with Dakota [dak] of North Dakota, 89% with Lakota [lkt] and Stoney.
https://www.ethnologue.com/language/asb;Language Use;Mainly older adults. Also use English [eng].
https://www.ethnologue.com/language/asb;Language Resources;OLAC resources in and about Assiniboine
https://www.ethnologue.com/language/asc;;Indonesia
https://www.ethnologue.com/language/asc;ISO 639-3;asc
https://www.ethnologue.com/language/asc;Alternate Names;As-amat, Asmat, Kaweinag
https://www.ethnologue.com/language/asc;Population;9,000 (1991 SIL). 5,200 in Matia and 3,400 in Sapan.
https://www.ethnologue.com/language/asc;Location;Papua province: Mappi regency, Edera and Pantai Kasuari sub-districts on Casuarina Coast from Ewta river north to Kuti river south, and inland.
https://www.ethnologue.com/language/asc;Language Maps;Indonesia, Eastern Papua
https://www.ethnologue.com/language/asc;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/asc;Classification;Trans-New Guinea, Asmat-Kamoro, Asmat
https://www.ethnologue.com/language/asc;Dialects;Matia, Sapan (Safan).
https://www.ethnologue.com/language/asc;Language Use;Home, community.
https://www.ethnologue.com/language/asc;Language Resources;OLAC resources in and about Asmat, Casuarina Coast
https://www.ethnologue.com/language/asc;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/asc;Other Comments;Traditional religion, Christian.
https://www.ethnologue.com/language/asd;;Papua New Guinea
https://www.ethnologue.com/language/asd;ISO 639-3;asd
https://www.ethnologue.com/language/asd;Alternate Names;Kow
https://www.ethnologue.com/language/asd;Population;330 (Wurm and Hattori 1981).
https://www.ethnologue.com/language/asd;Location;Madang province.
https://www.ethnologue.com/language/asd;Language Maps;Papua New Guinea, Map 10
https://www.ethnologue.com/language/asd;Language Status;6a (Vigorous).
https://www.ethnologue.com/language/asd;Classification;Trans-New Guinea, Madang, Rai Coast, Evapia
https://www.ethnologue.com/language/asd;Dialects;None known. Related to Sinsauru [snz], Sausi [ssj], Kesawai [xes], and Watiwa [wtf].
https://www.ethnologue.com/language/asd;Language Resources;OLAC resources in and about Asas
https://www.ethnologue.com/language/asd;Writing;Latin script [Latn], used since 2000.
https://www.ethnologue.com/language/ase;;United States
https://www.ethnologue.com/language/ase;ISO 639-3;ase
https://www.ethnologue.com/language/ase;Alternate Names;ASL, Ameslan, SIGN AMERICA
https://www.ethnologue.com/language/ase;Population;250,000 (Mitchell et al 2006). Total users in all countries: 271,700.
https://www.ethnologue.com/language/ase;Location;Scattered, especially in urban centers and near (present or former) residential Deaf schools.
https://www.ethnologue.com/language/ase;Language Status;5 (Developing).
https://www.ethnologue.com/language/ase;Classification;Sign language
https://www.ethnologue.com/language/ase;Dialects;Black American Sign Language (Black ASL), Tactile American Sign Language (TASL, Tactile ASL). Some lexical variation across the United States and much of Canada, but intelligibility is high among all varieties called ASL. Black American Sign Language, developed in schools for African-American children due to segregation in the southern United States, contains some distinctive vocabulary and grammatical structure. Tactile ASL (TASL) is used throughout the United States by and with deaf-blind people, especially those with Usher’s Syndrome, concentrations of which are found in Louisiana and Seattle. TASL uses ASL vocabulary and grammar, except (1) signs are perceived by touching the signer’s hands or other parts of their body, and (2) there are modifications to compensate for lack of access to the signer’s facial expressions and other parts of the body that are not being touched. In Seattle, more substantial structural changes have occurred since 2011, resulting in a variety of TASL that may be becoming a separate language (Edwards 2014). Some deaf-blind people learn Braille for reading English. Varieties or closely-related languages derived from ASL are used in many other countries. Lexical similarity: 58% between modern ASL and French Sign Language (LSF) [fsl] on a comparison of 872 signs (Woodward 1978b). Although the 2 are historically related, ASL has undergone substantial creolization (Woodward 1975, Woodward 1976).
https://www.ethnologue.com/language/ase;Typology;One-handed fingerspelling system derived from French Sign Language [fsl]. SVO, topic comment structures
https://www.ethnologue.com/language/ase;Language Use;Interpreters required for many legal and civic situations. Lingua franca of the deaf world, used widely as L2 in many countries other than those listed here. In many cases, although ASL may have been introduced in the country at some time in the past, the actual sign language that has developed out of it is not mutually intelligible with standard ASL as used in North America. Conversely, in other countries, the sign language may be mutually intelligible with standard ASL, but is given a name based on the name of the country. All ages. Used as L2 by Hawaii Sign Language [hps], Plains Indian Sign Language [psd].
https://www.ethnologue.com/language/ase;Language Development;Literacy is almost always based on English rather than ASL. Deaf people’s English varies from highly literate to illiterate, but the average deaf student graduates from high school with a third or fourth grade reading level. TV. Videos. Dictionary. Grammar. NT: 2005.
https://www.ethnologue.com/language/ase;Language Resources;OLAC resources in and about American Sign Language
https://www.ethnologue.com/language/ase;Other Comments;American Sign Language is different from Signed English, a range of signing registers influenced by English. Signing Exact English (SEE) and Seeing Essential English (SEE2) are artificially-constructed systems that attempt to match English word order and morphemic structure exactly. Pidgin Signed English does not follow English grammar exactly. Deaf schools and interpreters in mainstreamed educational settings may use any of these sign varieties. The alternate name ‘SIGN AMERICA’ is a representation of the signs that sign language users in other countries often use for ASL. This name is not used in English, but is a word-for-sign translation of the signed name.
https://www.ethnologue.com/language/asf;;Australia
https://www.ethnologue.com/language/asf;ISO 639-3;asf
https://www.ethnologue.com/language/asf;Alternate Names;Australian Sign Language
https://www.ethnologue.com/language/asf;Population;7,150 (2006 census).
https://www.ethnologue.com/language/asf;Location;Scattered.
https://www.ethnologue.com/language/asf;Language Maps;Australia
https://www.ethnologue.com/language/asf;Language Status;5 (Developing). De facto language of provincial identity in New South Wales.
https://www.ethnologue.com/language/asf;Classification;Sign language
https://www.ethnologue.com/language/asf;Dialects;None known. Related to British Sign Language [bfi], with influences also from Irish Sign Language [isg] and American Sign Language [ase]. Many structural and lexical similarities between British Sign Language (BSL) [bfi], Australian Sign Language (Auslan) [asf], and New Zealand Sign Language (NZSL) [nzs] and a high degree of mutual intelligibility (2003 T. Johnston, McKee and Kennedy 2000). Linguists sometimes use the name BANZSL to refer to them as a group, while still recognizing them as separate related languages.
https://www.ethnologue.com/language/asf;Typology;Two-handed fingerspelling system.
https://www.ethnologue.com/language/asf;Language Use;Some signed interpretation in court, for college students, at important public events. All ages. Also use English [eng], especially hearing people for communication with the deaf and teaching deaf students (officially for this purpose in New South Wales) through a signed variety. Used as L2 by Australian Irish Sign Language [isg].
https://www.ethnologue.com/language/asf;Language Development;Taught in primary schools. TV. Videos. Dictionary. Grammar. Bible portions: 1999–2002.
https://www.ethnologue.com/language/asf;Language Resources;OLAC resources in and about Auslan
https://www.ethnologue.com/language/asf;Other Comments;Earliest schools for the deaf established by British deaf immigrants in 1860. Many agencies for the deaf. Sign language instruction for parents of deaf children. Committee on national sign language. National curriculum for ASL instruction instituted in 2016. Deaf population is aging and anticipated to decline (Johnston 2004) in the future, due to dramatically reduced incidence of causes of deafness (particularly rubella) in the last several decades, mainstreaming in education, cochlear implants, and anticipated effects of advances in genetic science.
https://www.ethnologue.com/language/asg;;Nigeria
https://www.ethnologue.com/language/asg;ISO 639-3;asg
https://www.ethnologue.com/language/asg;Alternate Names;Agwara Kambari, Aschingini, Ashaganna, Ashingini, Chisingini, Kambari, Kamberchi, Kamberri, Tsishingini, Yauri, “Maunchi” (pej.), “Mawanchi” (pej.)
https://www.ethnologue.com/language/asg;Autonym;Cishingini
https://www.ethnologue.com/language/asg;Population;100,000 (2004 SIL).
https://www.ethnologue.com/language/asg;Location;Kebbi state: east of Niger river from Yelwa area south to Nasko and Ngaski
https://www.ethnologue.com/language/asg;Language Maps;Nigeria, Map 1
https://www.ethnologue.com/language/asg;Language Status;5 (Developing).
https://www.ethnologue.com/language/asg;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Kainji, Western, Kambari
https://www.ethnologue.com/language/asg;Dialects;Rofia. Kambari subgroup member, which includes Tsishingini [tsw] and Tsikimba [kdl].
https://www.ethnologue.com/language/asg;Language Use;All ages. Also use English [eng], Hausa [hau]. Used as L2 by Busa [bqp].
https://www.ethnologue.com/language/asg;Language Development;Literacy rate in L1: 5%. NT: 2013.
https://www.ethnologue.com/language/asg;Language Resources;OLAC resources in and about Cishingini
https://www.ethnologue.com/language/asg;Writing;Latin script [Latn], used since 1998.
https://www.ethnologue.com/language/asg;Other Comments;Traditional religion, Christian, Muslim.
https://www.ethnologue.com/language/ash;;Peru
https://www.ethnologue.com/language/ash;ISO 639-3;ash
https://www.ethnologue.com/language/ash;Alternate Names;Abigira, Abiquira, Abishira, Agouisiri, Auishiri, Avirxiri, Ixignor, Tekiraka, Tequiraca, Vacacocha
https://www.ethnologue.com/language/ash;Population;No known L1 speakers.
https://www.ethnologue.com/language/ash;Location;Loreto region: Lake Vacacocha, Napo river, Puerto Elvira.
https://www.ethnologue.com/language/ash;Language Status;10 (Extinct).
https://www.ethnologue.com/language/ash;Classification;Unclassified
https://www.ethnologue.com/language/ash;Language Resources;OLAC resources in and about Awishira
https://www.ethnologue.com/language/ash;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/asi;;Indonesia
https://www.ethnologue.com/language/asi;ISO 639-3;asi
https://www.ethnologue.com/language/asi;Alternate Names;Asianara, Asienara, Karufa, Madidwana, Sabakor, Sebakoor
https://www.ethnologue.com/language/asi;Population;1,000 (2000).
https://www.ethnologue.com/language/asi;Location;West Papua province: Fakfak and Kaimana regencies, Esania, Gaka, Guriasa, Hia, Kuna, Marobia, Tairi, and Yarona villages in Kamrau bay southwest.
https://www.ethnologue.com/language/asi;Language Maps;Indonesia, Northwestern Papua
https://www.ethnologue.com/language/asi;Language Status;7 (Shifting).
https://www.ethnologue.com/language/asi;Classification;Trans-New Guinea, Asmat-Kamoro, Sabakor
https://www.ethnologue.com/language/asi;Dialects;None known. Lexical similarity: 60% with Kamberau [irx].
https://www.ethnologue.com/language/asi;Language Resources;OLAC resources in and about Buruwai
https://www.ethnologue.com/language/asi;Writing;Unwritten [Qaax].
https://www.ethnologue.com/language/asi;Other Comments;Christian, traditional religion.
https://www.ethnologue.com/language/asj;;Cameroon
https://www.ethnologue.com/language/asj;ISO 639-3;asj
https://www.ethnologue.com/language/asj;Alternate Names;Akweto, Nsari, Pesaa, Saari, Sali
https://www.ethnologue.com/language/asj;Autonym;Sari
https://www.ethnologue.com/language/asj;Population;7,600 (2008 SIL).
https://www.ethnologue.com/language/asj;Location;North West region: Donga-Mantung division, Misaje subdivision, Akweto, Kamine, and Mbissa villages on Ring Road between Misaje and Nkambe.
https://www.ethnologue.com/language/asj;Language Maps;Central Cameroon
https://www.ethnologue.com/language/asj;Language Status;5 (Developing).
https://www.ethnologue.com/language/asj;Classification;Niger-Congo, Atlantic-Congo, Volta-Congo, Benue-Congo, Bantoid, Southern, Beboid
https://www.ethnologue.com/language/asj;Dialects;None known. Member of the Eastern Beboid subgroup. Lexical similarity: 84% with Ncane [ncr].;;;;
https://www.ethnologue.com/language/asj;Typology;SVO; 18 noun classes; clause constituents marked by word order; 22 consonant and 7 vowel phonemes; tonal.
https://www.ethnologue.com/language/asj;Language Use;All ages. Positive attitudes. Also use Cameroon Pidgin [wes], English [eng], Kemedzung [dmo], Limbum [lmp], Naami [bzv], Ncane [ncr], Noone [nhu], Tigon Mbembe [nza]. Used as L2 by Kemedzung [dmo], Mbororo Fulfulde [fuv], Naami [bzv], Ncane [ncr].;;;;
https://www.ethnologue.com/language/asj;Language Development;Literacy rate in L1: 3%. Literacy program started in 2011. Schooling is in English. Dictionary. Bible portions: 2014.;;;;
https://www.ethnologue.com/language/asj;Language Resources;OLAC resources in and about Sari;;;;
https://www.ethnologue.com/language/asj;Writing;Latin script [Latn].;;;;
https://www.ethnologue.com/language/asj;Other Comments;Christian, Muslim, traditional religion.;;;;
https://www.ethnologue.com/language/ask;;Afghanistan;;;;
https://www.ethnologue.com/language/ask;ISO 639-3;ask;;;;
https://www.ethnologue.com/language/ask;Alternate Names;Ashkund, Ashkuni, Ashkunu viri, Wamais, Wamayi;;;;
https://www.ethnologue.com/language/ask;Population;40,000 (2011), increasing. 4,000 monolinguals. Ethnic population: 40,000.;;;;
